Part1_E,Part3_E,Part11_E
0.023,0.419,0.184
0.012,0.359,0.105
0.012,0.208,0.232
0.02,0.332,0.247
0.012,0.296,0.195
0.02,0.201,0.1
0.021,0.39,0.142
0.021,0.346,0.198
0.022,0.245,0.132
0.011,0.408,0.186
0.011,0.208,0.145
0.01,0.226,0.188
0.014,0.354,0.224
0.015,0.25,0.217
0.019,0.342,0.181
0.02,0.255,0.229
0.012,0.384,0.221
0.014,0.227,0.162
0.022,0.355,0.219
0.015,0.256,0.116
0.011,0.347,0.239
0.019,0.2,0.196
0.019,0.425,0.226
0.024,0.425,0.162
0.015,0.279,0.13
0.02,0.224,0.214
0.015,0.435,0.228
0.022,0.49,0.192
0.015,0.279,0.126
0.012,0.265,0.168
0.024,0.207,0.122
0.019,0.324,0.136
0.023,0.412,0.25
0.013,0.423,0.116
0.019,0.434,0.228
0.025,0.327,0.174
0.02,0.371,0.153
0.017,0.464,0.207
0.017,0.435,0.117
0.011,0.491,0.15
0.019,0.328,0.242
0.02,0.289,0.18
0.018,0.341,0.206
0.023,0.325,0.117
0.011,0.282,0.115
0.021,0.393,0.222
0.017,0.288,0.13
0.019,0.378,0.187
0.013,0.203,0.199
0.017,0.252,0.23
0.022,0.375,0.212
0.015,0.383,0.157
0.011,0.455,0.202
0.016,0.434,0.116
0.013,0.371,0.234
0.019,0.205,0.181
0.022,0.428,0.18
0.022,0.453,0.183
0.014,0.353,0.112
0.011,0.373,0.184
0.016,0.468,0.132
0.015,0.332,0.148
0.02,0.486,0.249
0.011,0.222,0.244
0.02,0.351,0.125
0.012,0.446,0.153
0.025,0.266,0.121
0.025,0.275,0.112
0.013,0.41,0.124
0.02,0.274,0.124
0.019,0.458,0.133
0.01,0.465,0.106
0.016,0.233,0.145
0.017,0.445,0.129
0.014,0.491,0.177
0.011,0.392,0.179
0.024,0.447,0.169
0.012,0.346,0.146
0.012,0.237,0.191
0.022,0.257,0.213
0.014,0.421,0.137
0.014,0.287,0.243
0.015,0.222,0.198
0.023,0.381,0.197
0.022,0.374,0.21
0.023,0.401,0.152
0.018,0.433,0.164
0.013,0.203,0.172
0.015,0.43,0.119
0.014,0.219,0.208
0.021,0.422,0.182
0.014,0.405,0.214
0.021,0.318,0.207
0.02,0.46,0.145
0.011,0.302,0.225
0.014,0.272,0.125
0.017,0.235,0.135
0.022,0.235,0.215
0.019,0.455,0.137
0.018,0.485,0.13
0.011,0.402,0.111
0.014,0.295,0.221
0.023,0.498,0.239
0.013,0.224,0.133
0.02,0.276,0.1
0.017,0.207,0.231
0.016,0.257,0.135
0.02,0.327,0.139
0.017,0.255,0.205
0.025,0.434,0.234
0.025,0.213,0.115
0.012,0.201,0.247
0.017,0.346,0.119
0.017,0.3,0.21
0.013,0.429,0.194
0.025,0.267,0.118
0.011,0.207,0.17
0.022,0.372,0.12
0.022,0.396,0.177
0.012,0.472,0.177
0.023,0.491,0.131
0.015,0.254,0.22
0.022,0.259,0.206
0.017,0.44,0.115
0.011,0.43,0.152
0.022,0.301,0.221
0.024,0.431,0.164
0.02,0.22,0.199
0.016,0.48,0.112
0.017,0.41,0.166
0.016,0.206,0.222
0.014,0.262,0.228
0.012,0.499,0.14
0.017,0.272,0.21
0.011,0.323,0.236
0.016,0.379,0.173
0.016,0.495,0.114
0.019,0.458,0.244
0.021,0.477,0.187
0.014,0.307,0.163
0.01,0.466,0.114
0.019,0.266,0.18
0.01,0.363,0.226
0.02,0.49,0.19
0.017,0.343,0.103
0.022,0.28,0.108
0.016,0.415,0.134
0.019,0.306,0.196
0.013,0.401,0.127
0.011,0.377,0.232
0.018,0.257,0.211
0.016,0.5,0.134
0.016,0.495,0.124
0.024,0.356,0.218
0.02,0.205,0.163
0.02,0.213,0.161
0.024,0.495,0.244
0.024,0.423,0.236
0.011,0.341,0.138
0.015,0.29,0.101
0.016,0.446,0.127
0.014,0.363,0.22
0.012,0.418,0.104
0.025,0.307,0.226
0.024,0.465,0.161
0.024,0.407,0.167
0.021,0.266,0.248
0.021,0.496,0.23
0.021,0.407,0.108
0.012,0.297,0.145
0.011,0.332,0.109
0.021,0.497,0.234
0.017,0.471,0.234
0.021,0.351,0.241
0.015,0.468,0.11
0.013,0.218,0.141
0.011,0.236,0.2
0.011,0.262,0.102
0.012,0.371,0.107
0.022,0.432,0.19
0.012,0.313,0.136
0.016,0.342,0.14
0.019,0.388,0.129
0.018,0.407,0.114
0.024,0.322,0.175
0.023,0.407,0.2
0.02,0.293,0.124
0.011,0.258,0.112
0.018,0.441,0.12
0.017,0.492,0.211
0.02,0.49,0.181
0.025,0.377,0.149
0.02,0.354,0.193
0.018,0.393,0.22
0.013,0.407,0.119
0.019,0.211,0.119
0.013,0.272,0.119
0.015,0.341,0.157
0.023,0.249,0.107
0.02,0.307,0.178
0.022,0.257,0.126
0.023,0.253,0.218
0.011,0.476,0.15
0.024,0.408,0.178
0.022,0.419,0.109
0.02,0.203,0.228
0.02,0.348,0.129
0.016,0.268,0.208
0.017,0.48,0.244
0.015,0.342,0.127
0.014,0.489,0.142
0.018,0.461,0.228
0.011,0.233,0.249
0.024,0.383,0.135
0.014,0.254,0.218
0.025,0.469,0.193
0.01,0.315,0.143
0.022,0.499,0.144
0.019,0.219,0.18
0.023,0.466,0.108
0.011,0.267,0.122
0.023,0.435,0.188
0.014,0.316,0.249
0.019,0.297,0.152
0.012,0.304,0.215
0.012,0.243,0.222
0.011,0.296,0.113
0.013,0.443,0.236
0.012,0.38,0.18
0.012,0.453,0.176
0.022,0.467,0.207
0.01,0.493,0.199
0.013,0.383,0.172
0.018,0.362,0.227
0.023,0.405,0.187
0.013,0.489,0.133
0.015,0.495,0.145
0.02,0.333,0.176
0.024,0.242,0.218
0.015,0.431,0.147
0.016,0.258,0.186
0.022,0.408,0.215
0.017,0.428,0.135
0.02,0.379,0.218
0.014,0.281,0.245
0.014,0.473,0.248
0.019,0.352,0.148
0.023,0.482,0.154
0.017,0.447,0.134
0.02,0.234,0.121
0.024,0.426,0.116
0.015,0.334,0.166
0.024,0.255,0.185
0.021,0.365,0.125
0.021,0.275,0.143
0.018,0.437,0.168
0.015,0.454,0.155
0.015,0.233,0.148
0.017,0.228,0.105
0.01,0.295,0.143
0.018,0.407,0.128
0.018,0.299,0.219
0.022,0.273,0.129
0.02,0.27,0.216
0.013,0.298,0.209
0.015,0.342,0.169
0.016,0.422,0.174
0.023,0.215,0.196
0.011,0.227,0.17
0.022,0.23,0.217
0.018,0.288,0.165
0.012,0.326,0.117
0.015,0.333,0.213
0.014,0.337,0.217
0.021,0.404,0.161
0.017,0.304,0.126
0.019,0.475,0.142
0.021,0.259,0.232
0.018,0.395,0.194
0.012,0.267,0.12
0.017,0.437,0.241
0.019,0.451,0.122
0.016,0.225,0.217
0.015,0.272,0.231
0.019,0.36,0.146
0.015,0.251,0.113
0.016,0.284,0.203
0.02,0.476,0.215
0.013,0.28,0.119
0.022,0.407,0.163
0.023,0.47,0.188
0.02,0.375,0.131
0.023,0.252,0.226
0.012,0.429,0.153
0.015,0.256,0.243
0.024,0.295,0.118
0.019,0.45,0.197
0.017,0.444,0.236
0.015,0.367,0.184
0.01,0.371,0.131
0.016,0.299,0.164
0.015,0.26,0.191
0.019,0.313,0.139
0.02,0.248,0.146
0.019,0.274,0.139
0.017,0.431,0.131
0.021,0.419,0.184
0.024,0.2,0.183
0.016,0.464,0.141
0.012,0.229,0.208
0.018,0.201,0.108
0.016,0.444,0.141
0.017,0.344,0.201
0.025,0.264,0.164
0.022,0.315,0.138
0.014,0.221,0.128
0.014,0.402,0.158
0.014,0.235,0.125
0.018,0.413,0.238
0.012,0.374,0.126
0.017,0.415,0.249
0.019,0.293,0.213
0.011,0.203,0.118
0.016,0.421,0.219
0.016,0.471,0.107
0.013,0.41,0.23
0.018,0.326,0.101
0.021,0.396,0.2
0.018,0.448,0.192
0.012,0.476,0.112
0.016,0.271,0.129
0.021,0.362,0.18
0.016,0.489,0.215
0.016,0.305,0.148
0.021,0.407,0.233
0.016,0.233,0.124
0.01,0.333,0.236
0.025,0.292,0.175
0.016,0.26,0.175
0.022,0.237,0.163
0.022,0.365,0.233
0.01,0.359,0.212
0.022,0.311,0.181
0.02,0.285,0.136
0.01,0.452,0.239
0.022,0.389,0.164
0.016,0.367,0.241
0.022,0.253,0.149
0.017,0.358,0.166
0.014,0.425,0.232
0.014,0.406,0.129
0.021,0.442,0.194
0.024,0.305,0.131
0.02,0.347,0.127
0.017,0.449,0.103
0.018,0.491,0.114
0.012,0.325,0.209
0.013,0.484,0.227
0.02,0.315,0.19
0.015,0.282,0.129
0.023,0.261,0.117
0.022,0.31,0.186
0.021,0.495,0.167
0.021,0.292,0.193
0.023,0.283,0.169
0.022,0.254,0.131
0.02,0.439,0.116
0.024,0.432,0.113
0.011,0.363,0.237
0.012,0.353,0.102
0.013,0.325,0.169
0.025,0.367,0.12
0.014,0.262,0.173
0.023,0.277,0.133
0.021,0.348,0.19
0.018,0.246,0.219
0.019,0.31,0.106
0.024,0.331,0.129
0.016,0.239,0.247
0.014,0.481,0.102
0.015,0.291,0.197
0.021,0.25,0.115
0.02,0.455,0.18
0.017,0.444,0.132
0.02,0.345,0.243
0.012,0.441,0.188
0.013,0.387,0.246
0.017,0.207,0.231
0.021,0.204,0.211
0.015,0.285,0.138
0.025,0.29,0.225
0.011,0.398,0.102
0.018,0.406,0.134
0.02,0.399,0.103
0.023,0.32,0.227
0.023,0.223,0.243
0.024,0.418,0.195
0.015,0.211,0.219
0.021,0.454,0.159
0.013,0.378,0.213
0.021,0.291,0.224
0.02,0.485,0.144
0.02,0.232,0.174
0.019,0.4,0.148
0.014,0.279,0.21
0.017,0.312,0.225
0.014,0.405,0.159
0.017,0.26,0.192
0.011,0.424,0.128
0.017,0.207,0.188
0.015,0.303,0.216
0.02,0.363,0.156
0.016,0.312,0.126
0.013,0.218,0.211
0.018,0.419,0.138
0.013,0.256,0.209
0.019,0.251,0.229
0.011,0.353,0.222
0.018,0.476,0.248
0.016,0.273,0.166
0.025,0.355,0.177
0.014,0.265,0.191
0.014,0.278,0.154
0.015,0.362,0.101
0.011,0.471,0.123
0.016,0.351,0.24
0.019,0.302,0.129
0.012,0.345,0.156
0.015,0.277,0.231
0.01,0.33,0.198
0.014,0.355,0.127
0.017,0.448,0.166
0.011,0.439,0.136
0.022,0.449,0.132
0.013,0.323,0.127
0.019,0.488,0.233
0.02,0.358,0.127
0.016,0.293,0.133
0.025,0.358,0.107
0.016,0.427,0.174
0.022,0.398,0.216
0.022,0.205,0.105
0.025,0.346,0.107
0.01,0.43,0.141
0.023,0.4,0.165
0.017,0.408,0.158
0.025,0.428,0.146
0.022,0.214,0.106
0.024,0.268,0.236
0.013,0.496,0.17
0.017,0.391,0.231
0.025,0.334,0.224
0.012,0.375,0.243
0.021,0.44,0.245
0.023,0.454,0.179
0.017,0.409,0.199
0.02,0.468,0.204
0.012,0.402,0.231
0.01,0.264,0.225
0.022,0.325,0.105
0.024,0.393,0.157
0.022,0.455,0.157
0.014,0.209,0.14
0.018,0.349,0.147
0.022,0.405,0.246
0.015,0.327,0.227
0.024,0.395,0.22
0.02,0.4,0.212
0.019,0.343,0.112
0.022,0.252,0.239
0.011,0.365,0.232
0.024,0.219,0.157
0.014,0.425,0.18
0.012,0.401,0.237
0.013,0.338,0.228
0.016,0.399,0.122
0.016,0.272,0.187
0.015,0.264,0.106
0.021,0.404,0.248
0.014,0.403,0.25
0.023,0.48,0.221
0.014,0.473,0.186
0.021,0.388,0.155
0.019,0.315,0.224
0.017,0.455,0.176
0.016,0.2,0.106
0.025,0.227,0.102
0.012,0.254,0.25
0.012,0.474,0.164
0.018,0.425,0.203
0.021,0.283,0.176
0.012,0.33,0.119
0.013,0.424,0.223
0.022,0.248,0.221
0.025,0.497,0.134
0.015,0.378,0.193
0.024,0.342,0.209
0.016,0.353,0.122
0.017,0.206,0.23
0.019,0.285,0.212
0.019,0.453,0.194
0.014,0.473,0.19
0.013,0.256,0.181
0.012,0.341,0.109
0.025,0.346,0.222
0.017,0.432,0.2
0.015,0.26,0.231
0.014,0.338,0.243
0.023,0.251,0.14
0.015,0.283,0.157
0.013,0.418,0.243
0.023,0.278,0.116
0.018,0.427,0.224
0.019,0.306,0.198
0.02,0.478,0.196
0.024,0.478,0.161
0.025,0.379,0.165
0.018,0.435,0.212
0.011,0.389,0.18
0.024,0.346,0.243
0.01,0.444,0.106
0.015,0.368,0.123
0.02,0.495,0.14
0.025,0.343,0.222
0.014,0.333,0.13
0.019,0.451,0.126
0.021,0.3,0.2
0.025,0.258,0.154
0.02,0.413,0.148
0.016,0.248,0.12
0.011,0.354,0.208
0.022,0.252,0.239
0.023,0.28,0.148
0.019,0.311,0.15
0.021,0.465,0.214
0.021,0.463,0.164
0.013,0.292,0.102
0.011,0.311,0.116
0.018,0.493,0.12
0.016,0.212,0.149
0.017,0.342,0.218
0.011,0.389,0.201
0.015,0.278,0.147
0.021,0.34,0.216
0.014,0.413,0.242
0.011,0.261,0.241
0.011,0.218,0.242
0.019,0.239,0.239
0.025,0.427,0.121
0.016,0.26,0.182
0.02,0.477,0.205
0.019,0.425,0.242
0.02,0.38,0.198
0.023,0.301,0.129
0.015,0.382,0.104
0.013,0.31,0.183
0.012,0.421,0.242
0.016,0.411,0.151
0.011,0.32,0.165
0.021,0.278,0.127
0.022,0.281,0.13
0.021,0.258,0.169
0.019,0.272,0.179
0.012,0.494,0.226
0.01,0.329,0.177
0.017,0.257,0.219
0.015,0.24,0.131
0.011,0.317,0.188
0.019,0.336,0.178
0.013,0.201,0.224
0.011,0.37,0.133
0.014,0.308,0.232
0.024,0.409,0.111
0.015,0.474,0.209
0.012,0.495,0.134
0.017,0.332,0.179
0.014,0.331,0.145
0.017,0.435,0.188
0.022,0.442,0.178
0.013,0.238,0.244
0.01,0.414,0.236
0.013,0.208,0.134
0.016,0.225,0.219
0.025,0.227,0.248
0.02,0.275,0.184
0.02,0.242,0.218
0.018,0.245,0.202
0.021,0.438,0.237
0.015,0.29,0.213
0.013,0.418,0.191
0.023,0.208,0.189
0.018,0.374,0.205
0.016,0.304,0.115
0.022,0.309,0.164
0.024,0.201,0.204
0.014,0.287,0.207
0.017,0.236,0.119
0.018,0.445,0.246
0.015,0.486,0.224
0.015,0.484,0.14
0.02,0.295,0.248
0.011,0.25,0.218
0.021,0.381,0.107
0.017,0.412,0.15
0.024,0.266,0.135
0.023,0.232,0.198
0.021,0.353,0.229
0.022,0.224,0.162
0.023,0.385,0.19
0.013,0.474,0.179
0.017,0.391,0.161
0.023,0.387,0.235
0.012,0.481,0.12
0.019,0.474,0.15
0.013,0.368,0.142
0.014,0.42,0.162
0.025,0.303,0.234
0.02,0.407,0.201
0.019,0.252,0.152
0.011,0.494,0.228
0.016,0.205,0.148
0.015,0.311,0.21
0.015,0.289,0.21
0.019,0.272,0.208
0.02,0.495,0.23
0.013,0.409,0.211
0.021,0.37,0.203
0.017,0.249,0.147
0.021,0.248,0.224
0.025,0.434,0.148
0.017,0.335,0.228
0.025,0.26,0.199
0.021,0.431,0.106
0.025,0.46,0.103
0.012,0.478,0.197
0.025,0.249,0.192
0.017,0.323,0.153
0.016,0.316,0.107
0.019,0.292,0.123
0.015,0.296,0.105
0.023,0.453,0.134
0.016,0.431,0.217
0.011,0.269,0.186
0.011,0.406,0.163
0.012,0.366,0.13
0.021,0.396,0.238
0.022,0.372,0.125
0.011,0.396,0.115
0.018,0.391,0.119
0.015,0.389,0.207
0.021,0.23,0.105
0.02,0.463,0.106
0.017,0.452,0.148
0.024,0.349,0.219
0.01,0.291,0.227
0.019,0.252,0.204
0.012,0.405,0.17
0.017,0.254,0.15
0.024,0.445,0.223
0.021,0.352,0.138
0.012,0.459,0.213
0.013,0.473,0.228
0.025,0.368,0.226
0.023,0.294,0.12
0.015,0.231,0.222
0.011,0.469,0.241
0.018,0.276,0.206
0.011,0.45,0.119
0.01,0.356,0.154
0.024,0.21,0.236
0.023,0.456,0.103
0.018,0.287,0.241
0.015,0.25,0.224
0.012,0.382,0.211
0.014,0.465,0.185
0.021,0.299,0.175
0.011,0.236,0.138
0.019,0.254,0.132
0.019,0.333,0.245
0.017,0.33,0.179
0.017,0.415,0.113
0.01,0.429,0.214
0.024,0.419,0.202
0.019,0.314,0.108
0.019,0.411,0.239
0.014,0.488,0.228
0.013,0.473,0.151
0.013,0.312,0.192
0.015,0.404,0.122
0.022,0.251,0.118
0.016,0.274,0.148
0.02,0.426,0.165
0.018,0.315,0.172
0.024,0.408,0.164
0.02,0.268,0.226
0.015,0.205,0.147
0.01,0.405,0.133
0.013,0.339,0.198
0.016,0.461,0.119
0.022,0.274,0.114
0.019,0.486,0.239
0.01,0.454,0.183
0.018,0.483,0.235
0.013,0.309,0.239
0.023,0.429,0.165
0.016,0.356,0.131
0.019,0.447,0.154
0.02,0.262,0.232
0.019,0.363,0.223
0.018,0.348,0.107
0.012,0.327,0.244
0.012,0.265,0.198
0.011,0.499,0.191
0.014,0.429,0.225
0.016,0.315,0.164
0.025,0.214,0.216
0.023,0.264,0.208
0.018,0.47,0.204
0.012,0.367,0.195
0.011,0.391,0.153
0.02,0.2,0.17
0.012,0.47,0.232
0.023,0.209,0.127
0.011,0.371,0.155
0.02,0.275,0.167
0.024,0.275,0.202
0.021,0.344,0.17
0.025,0.217,0.102
0.02,0.253,0.112
0.025,0.354,0.239
0.015,0.41,0.248
0.015,0.424,0.223
0.019,0.212,0.192
0.015,0.241,0.131
0.022,0.318,0.224
0.01,0.209,0.22
0.016,0.251,0.222
0.019,0.271,0.163
0.019,0.315,0.16
0.025,0.402,0.247
0.014,0.323,0.138
0.01,0.327,0.148
0.011,0.494,0.172
0.021,0.216,0.102
0.021,0.241,0.153
0.011,0.316,0.207
0.015,0.387,0.11
0.018,0.257,0.184
0.025,0.254,0.153
0.013,0.204,0.15
0.02,0.417,0.162
0.017,0.211,0.186
0.024,0.37,0.109
0.014,0.391,0.121
0.014,0.296,0.193
0.014,0.442,0.212
0.023,0.381,0.235
0.017,0.387,0.122
0.011,0.444,0.19
0.019,0.374,0.154
0.022,0.326,0.122
0.01,0.422,0.121
0.023,0.226,0.21
0.017,0.347,0.238
0.018,0.324,0.233
0.016,0.28,0.242
0.022,0.243,0.164
0.018,0.319,0.174
0.023,0.233,0.106
0.013,0.479,0.238
0.019,0.353,0.181
0.013,0.245,0.173
0.014,0.342,0.193
0.01,0.355,0.217
0.024,0.284,0.178
0.023,0.256,0.242
0.021,0.481,0.104
0.013,0.233,0.122
0.013,0.215,0.244
0.011,0.215,0.104
0.023,0.492,0.114
0.02,0.401,0.145
0.021,0.442,0.15
0.024,0.218,0.206
0.021,0.307,0.138
0.019,0.381,0.131
0.015,0.236,0.147
0.022,0.242,0.193
0.017,0.432,0.222
0.014,0.439,0.231
0.011,0.469,0.226
0.021,0.41,0.104
0.019,0.342,0.191
0.018,0.281,0.109
0.011,0.385,0.149
0.016,0.221,0.24
0.012,0.24,0.225
0.019,0.32,0.185
0.017,0.402,0.204
0.013,0.344,0.184
0.014,0.223,0.122
0.016,0.218,0.135
0.021,0.412,0.124
0.024,0.39,0.148
0.015,0.395,0.247
0.021,0.493,0.162
0.015,0.281,0.231
0.023,0.267,0.229
0.014,0.42,0.102
0.017,0.447,0.181
0.021,0.282,0.229
0.012,0.493,0.113
0.016,0.286,0.168
0.018,0.261,0.21
0.015,0.477,0.203
0.016,0.396,0.237
0.017,0.49,0.192
0.011,0.306,0.125
0.017,0.424,0.144
0.011,0.278,0.193
0.017,0.305,0.182
0.014,0.337,0.142
0.018,0.39,0.185
0.011,0.247,0.215
0.02,0.26,0.206
0.01,0.283,0.122
0.01,0.476,0.107
0.025,0.229,0.116
0.019,0.288,0.126
0.021,0.377,0.145
0.023,0.284,0.153
0.017,0.263,0.19
0.013,0.287,0.124
0.022,0.487,0.201
0.021,0.318,0.156
0.022,0.221,0.113
0.017,0.376,0.105
0.024,0.47,0.124
0.02,0.431,0.129
0.017,0.39,0.212
0.021,0.277,0.136
0.016,0.498,0.185
0.023,0.3,0.242
0.019,0.359,0.148
0.021,0.446,0.179
0.019,0.201,0.136
0.01,0.366,0.21
0.023,0.254,0.241
0.011,0.285,0.142
0.011,0.4,0.184
0.017,0.372,0.147
0.019,0.335,0.144
0.02,0.302,0.206
0.014,0.499,0.214
0.011,0.424,0.15
0.012,0.256,0.13
0.017,0.374,0.132
0.015,0.328,0.188
0.021,0.235,0.214
0.019,0.451,0.143
0.011,0.204,0.241
0.013,0.261,0.187
0.011,0.347,0.166
0.01,0.377,0.24
0.016,0.344,0.159
0.017,0.375,0.158
0.014,0.36,0.149
0.016,0.286,0.229
0.021,0.288,0.213
0.024,0.263,0.191
0.01,0.311,0.231
0.015,0.208,0.107
0.023,0.423,0.222
0.016,0.421,0.248
0.022,0.339,0.193
0.011,0.428,0.155
0.012,0.334,0.226
0.01,0.329,0.214
0.02,0.308,0.121
0.025,0.497,0.244
0.012,0.479,0.234
0.015,0.234,0.217
0.011,0.476,0.179
0.017,0.442,0.195
0.012,0.244,0.135
0.019,0.208,0.106
0.025,0.263,0.207
0.016,0.368,0.177
0.023,0.274,0.212
0.017,0.284,0.204
0.016,0.449,0.24
0.016,0.451,0.159
0.011,0.425,0.144
0.014,0.261,0.161
0.014,0.497,0.171
0.016,0.491,0.215
0.02,0.279,0.18
0.025,0.486,0.205
0.021,0.395,0.191
0.023,0.348,0.2
0.013,0.227,0.185
0.016,0.288,0.246
0.017,0.367,0.112
0.023,0.314,0.188
0.015,0.399,0.131
0.014,0.388,0.212
0.013,0.479,0.25
0.012,0.407,0.192
0.018,0.469,0.192
0.014,0.324,0.201
0.011,0.391,0.114
0.017,0.321,0.201
0.011,0.447,0.163
0.025,0.221,0.149
0.012,0.397,0.107
0.014,0.21,0.213
0.014,0.29,0.143
0.018,0.403,0.113
0.015,0.374,0.187
0.021,0.396,0.179
0.019,0.462,0.141
0.016,0.287,0.126
0.024,0.402,0.152
0.024,0.254,0.124
0.017,0.388,0.161
0.018,0.471,0.133
0.018,0.28,0.188
0.015,0.355,0.178
0.016,0.289,0.231
0.014,0.306,0.128
0.013,0.394,0.148
0.01,0.416,0.139
0.017,0.361,0.132
0.022,0.351,0.236
0.015,0.356,0.123
0.02,0.295,0.117
0.017,0.493,0.168
0.011,0.304,0.182
0.01,0.361,0.137
0.018,0.254,0.214
0.023,0.492,0.205
0.017,0.486,0.145
0.017,0.275,0.198
0.011,0.278,0.19
0.013,0.498,0.215
0.013,0.384,0.118
0.016,0.411,0.179
0.019,0.388,0.213
0.015,0.475,0.229
0.015,0.418,0.197
0.022,0.24,0.186
0.018,0.232,0.177
0.013,0.286,0.244
0.019,0.484,0.229
0.02,0.218,0.191
0.012,0.466,0.162
0.025,0.21,0.129
0.015,0.459,0.21
0.023,0.256,0.226
0.018,0.346,0.226
0.014,0.49,0.206
0.02,0.209,0.173
0.018,0.473,0.182
0.019,0.231,0.156
0.015,0.233,0.223
0.019,0.418,0.196
0.018,0.46,0.181
0.022,0.257,0.239
0.014,0.402,0.122
0.01,0.213,0.199
0.016,0.396,0.205
0.015,0.283,0.145
0.013,0.355,0.242
0.024,0.247,0.151
0.016,0.408,0.21
0.012,0.257,0.235
0.018,0.262,0.241
0.013,0.472,0.232
0.017,0.384,0.119
0.02,0.215,0.15
0.019,0.248,0.131
0.016,0.424,0.232
0.011,0.457,0.247
0.012,0.352,0.208
0.016,0.48,0.233
0.018,0.257,0.199
0.013,0.37,0.126
0.013,0.488,0.249
0.023,0.255,0.177
0.015,0.327,0.175
0.013,0.418,0.218
0.015,0.435,0.109
0.013,0.43,0.182
0.02,0.367,0.156
0.016,0.226,0.217
0.021,0.245,0.222
0.014,0.225,0.212
0.019,0.494,0.185
0.022,0.292,0.178
0.019,0.404,0.168
0.012,0.408,0.103
0.019,0.421,0.185
0.012,0.201,0.152
0.017,0.407,0.121
0.023,0.469,0.139
0.022,0.451,0.204
0.014,0.274,0.129
0.013,0.452,0.103
0.01,0.367,0.131
0.011,0.319,0.154
0.024,0.256,0.202
0.016,0.489,0.161
0.024,0.251,0.247
0.021,0.237,0.13
0.021,0.429,0.113
0.023,0.366,0.208
0.015,0.462,0.104
0.015,0.211,0.106
0.016,0.406,0.197
0.017,0.273,0.112
0.024,0.247,0.163
0.019,0.381,0.235
0.013,0.295,0.225
0.015,0.32,0.108
0.022,0.488,0.233
0.015,0.444,0.237
0.013,0.244,0.169
0.023,0.414,0.11
0.017,0.255,0.123
0.011,0.298,0.123
0.023,0.348,0.21
0.023,0.373,0.109
0.014,0.39,0.16
0.017,0.305,0.217
0.013,0.407,0.221
0.019,0.417,0.228
0.02,0.299,0.118
0.014,0.217,0.168
0.022,0.475,0.217
0.014,0.493,0.184
0.02,0.214,0.245
0.023,0.241,0.102
0.013,0.209,0.101
0.021,0.489,0.111
0.013,0.426,0.107
0.022,0.269,0.201
0.015,0.335,0.171
0.024,0.489,0.193
0.016,0.273,0.237
0.018,0.37,0.146
0.013,0.405,0.185
0.025,0.46,0.218
0.011,0.388,0.145
0.023,0.371,0.13
0.024,0.302,0.162
0.024,0.265,0.132
0.021,0.357,0.154
0.017,0.352,0.202
0.016,0.245,0.2
0.022,0.46,0.191
0.015,0.304,0.204
0.01,0.363,0.138
0.018,0.208,0.117
0.012,0.476,0.125
0.015,0.202,0.233
0.02,0.34,0.187
0.016,0.339,0.184
0.024,0.476,0.229
0.023,0.289,0.194
0.023,0.42,0.165
0.011,0.287,0.161
0.01,0.286,0.192
0.017,0.419,0.125
0.023,0.398,0.104
0.021,0.212,0.196
0.015,0.45,0.157
0.017,0.373,0.162
0.015,0.277,0.209
0.016,0.366,0.11
0.015,0.489,0.107
0.016,0.255,0.209
0.019,0.389,0.106
0.014,0.423,0.168
0.018,0.268,0.169
0.025,0.386,0.12
0.011,0.494,0.209
0.012,0.428,0.185
0.012,0.419,0.217
0.02,0.484,0.127
0.017,0.393,0.118
0.021,0.415,0.209
0.023,0.473,0.249
0.016,0.208,0.24
0.015,0.318,0.185
0.011,0.298,0.242
0.021,0.495,0.168
0.018,0.348,0.139
0.016,0.237,0.169
0.012,0.284,0.1
0.013,0.355,0.109
0.017,0.463,0.116
0.017,0.255,0.223
0.017,0.317,0.137
0.022,0.32,0.24
0.019,0.296,0.165
0.021,0.34,0.118
0.021,0.413,0.167
0.018,0.359,0.125
0.022,0.49,0.24
0.025,0.376,0.133
0.02,0.273,0.14
0.014,0.338,0.202
0.025,0.441,0.202
0.017,0.423,0.117
0.011,0.479,0.202
0.022,0.481,0.143
0.019,0.481,0.162
0.019,0.449,0.122
0.022,0.406,0.141
0.017,0.261,0.202
0.011,0.259,0.236
0.024,0.489,0.175
0.023,0.327,0.126
0.021,0.494,0.195
0.02,0.34,0.208
0.012,0.496,0.103
0.012,0.452,0.142
0.017,0.249,0.183
0.017,0.363,0.233
0.02,0.234,0.159
0.013,0.384,0.225
0.024,0.207,0.111
0.014,0.253,0.175
0.018,0.286,0.163
0.024,0.47,0.142
0.017,0.453,0.101
0.017,0.412,0.236
0.012,0.458,0.157
0.011,0.204,0.187
0.012,0.262,0.243
0.019,0.227,0.197
0.018,0.204,0.199
0.022,0.31,0.216
0.021,0.482,0.107
0.024,0.272,0.23
0.016,0.348,0.142
0.021,0.266,0.122
0.018,0.235,0.223
0.023,0.21,0.149
0.024,0.284,0.214
0.015,0.271,0.191
0.017,0.445,0.14
0.018,0.293,0.154
0.01,0.339,0.197
0.02,0.3,0.192
0.024,0.409,0.201
0.02,0.486,0.157
0.017,0.212,0.161
0.017,0.422,0.103
0.022,0.364,0.149
0.021,0.397,0.113
0.011,0.337,0.19
0.011,0.375,0.124
0.018,0.206,0.126
0.023,0.294,0.244
